Marital status,Application mode,Application order,evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Output
1,8,1,1,1,1,22,28,10,10,0,1,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,4,1,1,1,13,28,8,8,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,1,4,1,1,1,1,14,5,6,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,1,10,4,7,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
1,8,1,1,1,1,3,2,3,4,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
1,7,1,1,1,1,22,27,10,10,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
1,8,1,1,1,1,1,1,4,4,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,23,1,6,7,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,3,3,2,6,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,7,2,1,1,1,22,27,10,10,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,8,6,1,1,1,3,3,2,3,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,13,7,6,4,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,3,1,3,4,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,1,2,1,1,1,23,14,10,10,0,0,1,0,1,24,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,13,27,10,8,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,1,6,1,1,1,1,1,5,10,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,12,1,0,1,1,22,27,10,7,0,0,1,0,1,35,0,8.9,1.4,3.51,Graduate
1,8,6,1,1,1,22,27,10,10,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,14,1,1,1,1,23,3,6,3,0,0,1,0,0,21,0,13.9,-0.3,0.79,Graduate
1,9,2,1,1,1,13,1,6,6,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
1,3,2,1,1,1,25,28,3,10,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,3,4,3,3,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,10,1,5,5,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,1,1,10,11,0,0,1,0,1,20,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,23,14,10,10,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
1,8,4,1,1,1,1,27,8,8,0,0,0,0,0,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,3,3,4,4,0,0,1,0,1,21,0,13.9,-0.3,0.79,Graduate
1,3,5,1,1,1,1,27,10,8,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,8,2,1,1,1,1,1,4,10,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,14,4,4,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,23,27,6,8,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,7,1,1,1,1,22,27,10,10,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
1,8,1,1,1,1,23,28,10,7,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
1,8,2,1,1,1,13,14,10,7,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,23,14,9,8,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,3,1,1,1,13,27,10,10,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,8,2,1,1,1,23,1,8,8,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,12,1,1,1,1,22,27,10,9,0,0,1,0,1,36,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,1,27,5,10,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
1,12,1,0,1,1,13,28,6,6,0,0,1,1,0,27,0,10.8,1.4,1.74,Graduate
1,1,6,1,1,1,13,27,4,6,0,1,1,1,1,20,0,12.4,0.5,1.79,Graduate
1,9,1,1,1,1,23,28,8,6,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,22,14,10,4,0,0,1,0,0,20,0,16.2,0.3,-0.92,Graduate
1,14,1,0,1,1,22,27,10,10,0,0,1,0,0,22,0,7.6,2.6,0.32,Graduate
1,1,6,1,1,1,13,10,5,5,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,22,27,10,10,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
1,1,1,0,1,1,23,14,7,11,0,0,1,0,1,23,0,12.7,3.7,-1.7,Graduate
1,14,1,1,1,1,17,28,12,4,0,0,1,0,1,22,0,7.6,2.6,0.32,Graduate
1,1,4,1,1,1,13,28,10,10,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,12,1,0,1,1,23,28,10,10,0,0,1,0,1,31,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,23,14,4,11,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,8,4,1,1,1,1,1,5,6,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,8,4,1,1,1,13,14,5,8,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
1,1,6,1,1,1,1,28,5,6,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,14,10,11,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,1,28,4,10,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
1,8,4,1,1,1,4,4,5,5,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,1,14,10,8,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,13,28,6,9,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,13,14,10,8,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
1,8,1,1,1,1,13,14,4,11,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,22,28,8,10,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,23,28,10,10,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,8,3,1,1,1,13,27,8,8,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
1,14,1,1,1,1,19,24,1,1,0,0,1,0,0,30,0,9.4,-0.8,-3.12,Graduate
1,9,1,1,1,1,13,14,10,6,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
1,1,6,1,1,1,1,27,5,10,0,1,1,0,0,22,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,1,28,5,10,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,3,1,4,5,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,3,1,1,1,23,28,10,9,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,3,1,3,5,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,1,30,5,4,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,23,27,10,8,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,13,14,5,4,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
1,12,1,1,1,1,13,1,10,11,0,0,1,0,0,26,0,8.9,1.4,3.51,Graduate
1,8,2,1,1,1,1,14,5,6,0,0,1,0,0,21,0,12.4,0.5,1.79,Graduate
1,8,1,1,1,1,22,27,10,10,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,22,28,10,9,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
2,14,1,0,1,1,22,27,10,8,0,0,1,0,1,32,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,3,1,6,6,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
4,12,1,1,1,1,22,27,5,11,0,1,1,0,1,39,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,2,1,15,26,0,1,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,3,3,3,3,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
1,14,1,1,1,1,1,28,5,8,0,0,1,0,0,21,0,15.5,2.8,-4.06,Graduate
1,1,2,1,1,1,23,14,10,10,0,0,1,1,1,21,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,14,1,1,10,10,0,0,1,0,1,20,1,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,13,28,10,10,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,1,28,6,8,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,13,27,10,10,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,1,1,3,8,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,3,1,1,1,1,27,9,8,0,0,1,1,1,18,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,1,27,5,9,0,0,1,1,1,20,0,11.1,0.6,2.02,Graduate
1,12,1,1,1,1,23,14,10,7,0,0,1,0,1,25,0,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,13,14,10,6,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,3,14,4,11,0,0,1,1,0,19,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,3,3,4,4,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate
1,14,1,0,1,3,19,24,1,1,0,0,1,1,0,25,1,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,28,6,10,0,0,1,1,1,19,0,11.1,0.6,2.02,Graduate
1,1,6,1,1,1,1,14,2,7,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,1,1,10,10,0,0,1,1,0,20,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,1,3,5,2,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,5,1,2,6,0,0,1,1,0,18,0,16.2,0.3,-0.92,Graduate
1,9,2,1,1,1,23,14,6,6,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,3,2,5,6,0,0,1,1,1,20,0,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,3,3,3,3,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,6,1,1,1,3,1,3,3,0,0,1,1,1,21,0,12.4,0.5,1.79,Graduate
1,1,5,1,1,1,22,27,12,12,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,28,10,8,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
2,14,1,1,1,1,22,27,10,11,0,0,1,0,0,27,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,28,10,10,0,1,1,0,0,24,0,11.1,0.6,2.02,Graduate
1,1,2,1,1,1,23,28,10,9,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
1,1,6,1,1,1,23,28,6,6,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
1,12,1,1,1,1,23,1,10,5,0,0,1,0,0,24,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,13,28,4,10,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,1,1,5,4,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
1,1,2,1,1,1,22,27,10,8,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,1,14,5,10,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,8,4,1,1,1,1,1,5,5,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,3,1,5,10,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,22,14,8,8,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,2,3,3,3,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,8,5,1,1,1,1,28,5,8,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
1,8,5,1,1,1,22,28,6,6,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,1,3,1,1,1,23,27,6,6,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
1,8,4,1,1,1,23,27,7,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,6,1,1,1,14,3,3,5,3,0,0,1,0,0,18,1,11.1,0.6,2.02,Graduate
1,8,6,1,1,1,1,12,5,6,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,2,1,1,1,23,28,10,8,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,8,2,1,1,1,22,27,10,10,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,2,1,5,11,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,1,28,4,9,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
1,1,2,1,1,1,22,1,10,10,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,1,28,22,40,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,8,2,1,1,1,3,1,4,2,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
2,12,1,0,1,1,23,28,10,10,0,0,1,0,1,50,0,12.7,3.7,-1.7,Graduate
4,13,1,1,1,1,22,27,10,10,0,0,1,0,0,41,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,23,28,10,10,0,0,1,0,1,21,0,11.1,0.6,2.02,Graduate
4,12,1,0,1,1,22,27,10,9,0,0,1,0,1,32,0,16.2,0.3,-0.92,Graduate
1,8,2,1,1,14,1,1,8,8,0,0,1,0,0,20,1,15.5,2.8,-4.06,Graduate
1,1,4,1,1,1,23,26,10,10,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
4,14,1,0,1,1,22,27,6,6,0,0,1,1,0,36,0,12.7,3.7,-1.7,Graduate
1,12,1,0,1,1,1,27,5,7,0,0,1,1,0,25,0,9.4,-0.8,-3.12,Graduate
1,8,2,0,1,1,13,1,6,11,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,1,28,10,8,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
1,8,1,1,1,1,13,1,10,8,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,22,27,10,9,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
1,1,4,1,1,1,23,27,10,10,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,1,1,4,6,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
1,1,6,1,1,1,13,14,2,5,0,0,1,0,1,17,0,9.4,-0.8,-3.12,Graduate
2,12,1,0,1,1,13,14,10,8,0,0,1,0,1,32,0,15.5,2.8,-4.06,Graduate
2,1,1,0,1,1,22,14,10,10,0,0,1,1,0,32,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,1,1,5,10,0,0,1,1,1,18,0,16.2,0.3,-0.92,Graduate
1,7,2,1,1,1,1,1,4,2,0,1,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,27,6,10,0,0,1,1,1,19,0,15.5,2.8,-4.06,Graduate
2,14,1,0,1,1,22,27,10,10,0,0,1,1,0,30,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,14,10,10,0,0,1,1,1,20,0,16.2,0.3,-0.92,Graduate
1,1,6,1,1,1,23,28,10,10,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,3,14,5,5,0,0,1,1,1,20,0,16.2,0.3,-0.92,Graduate
1,12,1,1,1,1,23,27,10,5,0,0,1,1,0,30,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,23,1,6,8,0,0,1,1,1,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,23,27,10,10,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,1,10,10,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,1,1,10,8,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,4,1,1,1,13,28,10,4,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,1,6,1,1,1,22,1,6,5,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,8,2,1,1,1,1,14,10,10,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,8,1,1,1,1,22,27,10,8,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,13,28,10,8,0,0,1,0,1,22,0,12.4,0.5,1.79,Graduate
1,8,1,1,1,1,13,27,10,10,0,0,1,0,1,21,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,23,28,4,8,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
1,1,4,1,1,1,13,14,10,4,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,22,28,10,9,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,13,28,8,8,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
1,1,2,1,1,1,3,1,5,4,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,23,28,5,10,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
1,1,4,1,1,1,1,1,10,6,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,23,28,10,10,0,1,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,13,1,1,1,1,13,14,5,10,0,0,1,0,0,23,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,1,10,10,0,0,1,0,1,21,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,22,28,10,10,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,22,27,10,8,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
2,1,5,1,1,1,1,14,5,5,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,23,14,6,6,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,23,28,10,10,1,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,13,28,10,6,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,8,5,1,1,1,13,14,10,8,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
1,8,2,1,1,1,3,3,4,4,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
1,1,3,1,1,1,1,14,10,4,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,5,1,1,1,13,28,4,6,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
1,8,4,1,1,1,23,27,10,6,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,8,3,1,1,1,1,14,8,9,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,23,27,10,10,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,13,28,5,10,0,0,1,0,1,20,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,1,1,10,5,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,1,5,4,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
1,16,1,1,1,1,13,14,25,32,0,0,1,0,1,23,0,11.1,0.6,2.02,Graduate
1,1,3,1,1,1,1,1,5,5,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,23,28,10,8,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,1,1,5,8,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,28,5,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,8,4,1,1,1,22,14,10,8,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
1,1,2,1,1,1,1,14,10,10,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,1,5,1,1,1,13,1,10,6,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,1,14,6,9,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,13,27,10,7,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,3,3,3,3,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,13,1,1,1,1,1,1,5,5,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
1,1,6,1,1,1,22,28,10,10,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,13,1,7,6,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
1,8,1,1,1,1,4,3,2,2,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
1,1,2,1,1,1,23,27,10,8,0,0,1,0,1,19,0,7.6,2.6,0.32,Graduate
1,8,3,1,1,1,3,1,5,5,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,13,14,4,5,0,0,1,0,0,29,0,12.7,3.7,-1.7,Graduate
1,1,6,1,1,1,23,14,8,10,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,23,28,29,38,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
1,7,1,1,1,1,1,27,5,10,0,1,1,0,1,20,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,23,27,10,8,0,0,1,1,1,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,22,27,10,8,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,22,27,10,10,0,0,1,1,0,22,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,13,1,10,10,0,0,1,1,0,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,1,1,4,4,0,0,1,1,0,20,0,11.1,0.6,2.02,Graduate
1,8,2,1,1,1,22,28,6,9,0,0,1,1,1,20,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,23,14,10,8,0,0,1,1,0,19,0,16.2,0.3,-0.92,Graduate
1,1,2,1,1,1,23,28,6,8,0,0,1,1,1,18,0,12.7,3.7,-1.7,Graduate
1,6,1,1,1,1,22,10,10,10,0,0,0,1,0,19,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,1,1,6,10,0,0,1,1,1,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,1,1,5,10,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,1,10,9,0,0,1,1,1,17,0,11.1,0.6,2.02,Graduate
1,1,3,1,1,1,3,1,3,4,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,1,28,5,8,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,1,14,4,10,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
1,8,3,1,1,1,13,27,5,10,0,0,1,1,1,18,0,7.6,2.6,0.32,Graduate
1,8,4,1,1,1,13,28,10,7,0,0,1,1,1,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,2,14,4,10,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,2,1,3,5,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
1,8,5,1,1,1,1,27,6,6,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
1,1,6,1,1,1,13,14,8,4,0,0,1,1,1,20,0,8.9,1.4,3.51,Graduate
1,8,5,1,1,1,1,14,10,10,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate
1,8,2,1,1,1,1,14,22,29,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,1,28,5,6,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,1,28,10,10,0,0,1,1,1,20,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,4,3,4,4,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
1,8,3,1,1,1,1,1,4,4,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,3,27,5,8,0,0,1,1,1,20,0,12.7,3.7,-1.7,Graduate
2,1,1,1,1,1,13,14,31,29,0,1,1,1,0,24,0,10.8,1.4,1.74,Graduate
1,12,1,0,1,1,3,14,5,8,0,0,1,1,0,39,0,8.9,1.4,3.51,Graduate
1,14,1,1,1,1,1,2,10,3,0,0,1,1,0,19,0,10.8,1.4,1.74,Graduate
1,9,1,1,1,1,23,27,10,9,0,0,1,1,1,21,0,13.9,-0.3,0.79,Graduate
1,7,2,1,1,1,13,28,5,6,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,7,4,1,1,1,22,27,10,4,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
1,8,3,1,1,1,2,1,4,4,0,0,1,1,0,18,0,16.2,0.3,-0.92,Graduate
1,1,4,1,1,1,13,14,10,8,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate
1,8,2,1,1,1,13,1,10,10,0,0,1,1,0,20,0,12.7,3.7,-1.7,Graduate
1,1,3,1,1,1,3,1,3,5,0,0,1,1,0,20,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,1,1,5,5,0,0,1,1,0,20,0,8.9,1.4,3.51,Graduate
1,8,5,1,1,1,1,1,8,8,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,13,27,10,10,0,0,1,0,1,21,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,1,14,4,4,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,2,1,1,1,13,27,10,10,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,3,14,3,5,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,13,14,10,9,0,0,0,0,1,19,0,8.9,1.4,3.51,Graduate
1,1,3,1,1,1,13,1,10,4,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
1,12,1,1,1,1,22,27,5,7,0,0,1,0,0,33,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,3,28,5,7,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,3,14,3,4,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
2,1,4,1,1,1,23,28,6,6,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,1,14,5,5,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,3,1,1,1,13,28,5,5,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
